PIPELINE-REFERENCE,REVISION,N_S_,WELD-NO,WELD-TYPE,PIPING-SPEC,SPOOL-DRAWING-SEQUENCE-NUMBER,ISO NO,SPOOL-ID,ok
PK101XA-C-1511.01,0,1,FA7,BW,FB8,1-Jan,1,PK101XA-C-1511.01-1,
PK101XA-C-1513.01,0,1,FA10,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA12,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA1,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA2,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA16,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA15,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA4,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA3,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA14,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA13,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA17,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA5,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,4-Mar,FA20,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA11,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA8,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA7,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,4-Mar,FA9,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA18,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA21,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA22,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA19,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1513.01,0,1,FA6,BW,FB8,1-Feb,2,PK101XA-C-1513.01-1,
PK101XA-C-1515.01,0,1,FA11,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,4-Mar,FA7,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA1,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA2,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA12,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA4,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA10,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA9,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA6,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA3,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA8,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,4-Mar,FA18,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA13,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA14,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA19,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA20,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA15,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA16,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA21,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA22,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA17,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1515.01,0,1,FA5,BW,FB8,1-Mar,3,PK101XA-C-1515.01-1,
PK101XA-C-1517.01,0,1,FA14,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA19,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA3,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA10,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA6,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA17,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA8,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA4,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA13,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA9,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA15,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA16,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA21,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA22,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA20,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,4-Mar,FA18,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,4-Mar,FA7,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA12,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA2,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA1,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA5,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1517.01,0,1,FA11,BW,FB8,1-Apr,4,PK101XA-C-1517.01-1,
PK101XA-C-1519.01,0,1,FA8,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,4-Mar,FA5,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA6,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA3,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA18,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA7,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA19,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA2,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA1,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA17,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA4,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA11,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA12,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA20,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA13,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA14,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA21,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA22,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA15,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,4-Mar,FA16,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA9,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1519.01,0,1,FA10,BW,FB8,1-May,5,PK101XA-C-1519.01-1,
PK101XA-C-1525.01,0,1,FA16,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA1,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA2,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA4,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA3,SW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA5,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA6,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA15,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA14,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA8,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA13,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA9,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA10,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA17,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA11,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA12,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA18,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA19,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1525.01,0,1,FA7,BW,FB8,1-Jun,6,PK101XA-C-1525.01-1,
PK101XA-C-1606E.01,0,1,FA2,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA7,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA1,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA10,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA17,SW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA16,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA19,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA18,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA15,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA5,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA6,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA4,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA13,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA12,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA11,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA3,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA9,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA8,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1606E.01,0,1,FA14,BW,FB8,1-Jul,7,PK101XA-C-1606E.01-1,
PK101XA-C-1611.01,0,1,FA8,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA11,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA1,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA12,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA7,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA10,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,4-Mar,FA9,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA17,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA18,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA21,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA22,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA2,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,4-Mar,FA20,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA16,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA5,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA6,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA13,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA14,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA3,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA4,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA15,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1611.01,0,1,FA19,BW,FB8,1-Aug,8,PK101XA-C-1611.01-1,
PK101XA-C-1613.01,0,1,FA11,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA1,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA2,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA16,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA15,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA4,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA3,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA14,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA13,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA6,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,4-Mar,FA20,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA12,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA19,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA8,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA7,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA10,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,4-Mar,FA9,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA17,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA18,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA21,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA22,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1613.01,0,1,FA5,BW,FB8,1-Sep,9,PK101XA-C-1613.01-1,
PK101XA-C-1615.01,0,1,FA17,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA6,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA16,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA15,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA20,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA19,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA14,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA13,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,4-Mar,FA7,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA22,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA5,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,4-Mar,FA18,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA9,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA10,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA3,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA4,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA11,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA12,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA2,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA1,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA8,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1615.01,0,1,FA21,BW,FB8,1-Oct,10,PK101XA-C-1615.01-1,
PK101XA-C-1617.01,0,1,FA13,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA17,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA18,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA9,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA10,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA19,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA20,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA11,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA12,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA22,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA2,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,4-Mar,FA14,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA7,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA16,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA15,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA6,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA5,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,4-Mar,FA3,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA1,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA4,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA8,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1617.01,0,1,FA21,BW,FB8,1-Nov,11,PK101XA-C-1617.01-1,
PK101XA-C-1619.01,0,1,FA13,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,4-Mar,FA7,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA17,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA22,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA21,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA16,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA15,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA20,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA1,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,4-Mar,FA18,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA19,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA5,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA8,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA6,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA10,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA3,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA4,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA11,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA12,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA2,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA14,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-1619.01,0,1,FA9,BW,FB8,1-Dec,12,PK101XA-C-1619.01-1,
PK101XA-C-97624.01,0,1 1/2,FA5,BW,FB8,13-2,13,PK101XA-C-97624.01-2,
PK101XA-C-97624.01,0,1 1/2,FA4,BW,FB8,13-1,13,PK101XA-C-97624.01-1,
PK101XA-C-97624.01,0,1 1/2,FA3,BW,FB8,13-1,13,PK101XA-C-97624.01-1,
PK101XA-C-97624.01,0,1 1/2,FA2,BW,FB8,13-1,13,PK101XA-C-97624.01-1,
PK101XA-C-97624.01,0,1 1/2,FA1,BW,FB8,13-1,13,PK101XA-C-97624.01-1,
